Time,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4,Aldi - You Cant Overcook Christmas 60 TVC.mp4
39.6,-0.4128,0.6712,0.8145,0.5972,0.6704,0.6338,0.7242,0.7691,0.7466,0.6922,0.8185,0.7554
39.7,-0.4142,0.6947,0.793,0.6058,0.6874,0.6466,0.7217,0.7738,0.7478,0.6831,0.8077,0.7454
39.8,-0.4056,0.716,0.7722,0.6144,0.7035,0.6589,0.7199,0.775,0.7474,0.6732,0.7967,0.7349
39.9,-0.388,0.734,0.7529,0.622,0.7179,0.67,0.7186,0.7728,0.7457,0.6629,0.7854,0.7241
40,-0.3623,0.7478,0.7353,0.6278,0.7298,0.6788,0.7181,0.7677,0.7429,0.6519,0.7736,0.7128
40.1,-0.3293,0.7571,0.7195,0.631,0.7391,0.6851,0.7188,0.7597,0.7392,0.6401,0.7613,0.7007
40.2,-0.2903,0.7622,0.7052,0.632,0.7463,0.6892,0.7211,0.7492,0.7352,0.628,0.7488,0.6884
40.3,-0.2469,0.764,0.6926,0.6317,0.7518,0.6918,0.7255,0.737,0.7313,0.6168,0.7369,0.6769
40.4,-0.1998,0.763,0.6821,0.6311,0.7554,0.6933,0.7321,0.7238,0.728,0.6076,0.7268,0.6672
40.5,-0.1498,0.7593,0.6737,0.6303,0.7566,0.6934,0.7407,0.7103,0.7255,0.6007,0.7192,0.6599
40.6,-0.0979,0.7527,0.6675,0.6291,0.7544,0.6917,0.7505,0.6968,0.7236,0.5954,0.7139,0.6546
40.7,-0.0459,0.7433,0.6632,0.6268,0.7486,0.6877,0.7608,0.6834,0.7221,0.5913,0.7103,0.6508
40.8,0.0042,0.7311,0.6606,0.6232,0.7396,0.6814,0.7708,0.6705,0.7206,0.5884,0.7081,0.6483
40.9,0.0512,0.7165,0.6593,0.6183,0.7281,0.6732,0.7799,0.6582,0.7191,0.5873,0.7071,0.6472
41,0.0945,0.6997,0.6593,0.6117,0.7142,0.6629,0.7878,0.647,0.7174,0.5878,0.7071,0.6474
41.1,0.1335,0.6811,0.6603,0.6033,0.6979,0.6506,0.7941,0.637,0.7156,0.5894,0.7077,0.6486
41.2,0.1667,0.6612,0.6617,0.5926,0.6792,0.6359,0.7982,0.628,0.7131,0.5917,0.7084,0.6501
41.3,0.1922,0.6405,0.6631,0.5793,0.6581,0.6187,0.7992,0.6197,0.7095,0.5943,0.7086,0.6515
41.4,0.2083,0.6195,0.664,0.5633,0.6348,0.5991,0.7966,0.6117,0.7041,0.597,0.7081,0.6525
41.5,0.2135,0.5986,0.6638,0.5448,0.6095,0.5771,0.7901,0.604,0.697,0.5998,0.7068,0.6533
41.6,0.2075,0.578,0.6625,0.5244,0.5824,0.5534,0.78,0.5969,0.6885,0.603,0.7054,0.6542
41.7,0.1912,0.558,0.6597,0.5034,0.5541,0.5287,0.7671,0.5902,0.6786,0.6073,0.7042,0.6557
41.8,0.1671,0.5392,0.6556,0.483,0.5255,0.5043,0.7517,0.5837,0.6677,0.613,0.7034,0.6582
41.9,0.1378,0.5222,0.6504,0.4648,0.4981,0.4815,0.7347,0.5773,0.656,0.6201,0.7029,0.6615
42,0.1062,0.5077,0.6446,0.4501,0.4731,0.4616,0.7169,0.5708,0.6438,0.6284,0.7031,0.6657
42.1,0.0741,0.4963,0.6389,0.4394,0.4518,0.4456,0.6988,0.5641,0.6315,0.6374,0.7039,0.6706
42.2,0.0433,0.4892,0.6335,0.4337,0.435,0.4343,0.6813,0.5576,0.6194,0.6472,0.7052,0.6762
42.3,0.0152,0.4873,0.6288,0.4334,0.423,0.4282,0.6651,0.5514,0.6082,0.6583,0.7067,0.6825
42.4,-0.0086,0.4913,0.6254,0.4392,0.4165,0.4279,0.6511,0.5461,0.5986,0.6708,0.7084,0.6896
42.5,-0.0265,0.5008,0.6234,0.451,0.4152,0.4331,0.6396,0.5422,0.5909,0.6844,0.7104,0.6974
42.6,-0.0371,0.5145,0.6234,0.4677,0.4185,0.4431,0.6306,0.5397,0.5851,0.6983,0.7131,0.7057
42.7,-0.0403,0.531,0.6251,0.4881,0.4254,0.4568,0.6231,0.5384,0.5807,0.7119,0.7162,0.7141
42.8,-0.0366,0.5494,0.6284,0.5111,0.4349,0.473,0.6164,0.5377,0.5771,0.7248,0.7195,0.7222
42.9,-0.0277,0.5688,0.6326,0.5354,0.4461,0.4907,0.6103,0.5369,0.5736,0.7363,0.7225,0.7294
43,-0.015,0.5881,0.6374,0.5597,0.4581,0.5089,0.6043,0.5359,0.5701,0.7467,0.7246,0.7356
43.1,-0.0002,0.606,0.6422,0.5826,0.4701,0.5264,0.5977,0.5343,0.566,0.756,0.7253,0.7407
43.2,0.0154,0.6211,0.6461,0.6029,0.4809,0.5419,0.5892,0.5319,0.5605,0.7643,0.7241,0.7442
43.3,0.0311,0.6326,0.6491,0.62,0.4898,0.5549,0.5786,0.5285,0.5536,0.7709,0.7208,0.7458
43.4,0.046,0.6402,0.6514,0.634,0.4963,0.5651,0.5667,0.5244,0.5455,0.7757,0.7155,0.7456
43.5,0.0595,0.6444,0.6537,0.6455,0.5001,0.5728,0.5549,0.5198,0.5373,0.7791,0.7092,0.7442
43.6,0.0717,0.6456,0.6564,0.6546,0.5014,0.578,0.5443,0.5153,0.5298,0.7814,0.7029,0.7421
43.7,0.0825,0.644,0.6592,0.6608,0.5,0.5804,0.535,0.5116,0.5233,0.7826,0.6972,0.7399
43.8,0.0915,0.6395,0.6619,0.6634,0.4955,0.5794,0.5264,0.5092,0.5178,0.782,0.6917,0.7369
43.9,0.0983,0.6319,0.6637,0.6616,0.4874,0.5745,0.5179,0.5078,0.5128,0.7787,0.6857,0.7322
44,0.1023,0.6211,0.6643,0.6552,0.4756,0.5654,0.5086,0.5064,0.5075,0.7724,0.6782,0.7253
44.1,0.1036,0.6073,0.6636,0.6443,0.4605,0.5524,0.4982,0.5041,0.5011,0.7635,0.6691,0.7163
44.2,0.1024,0.5905,0.6618,0.6291,0.4426,0.5359,0.4867,0.5009,0.4938,0.7531,0.6593,0.7062
44.3,0.0992,0.5711,0.6587,0.6106,0.4228,0.5167,0.4751,0.4976,0.4864,0.7421,0.6496,0.6959
44.4,0.0941,0.5499,0.655,0.5903,0.4021,0.4962,0.4647,0.4957,0.4802,0.7312,0.6405,0.6858
44.5,0.087,0.5276,0.6517,0.5695,0.3816,0.4755,0.4563,0.4964,0.4763,0.7208,0.6321,0.6764
44.6,0.0781,0.5052,0.6499,0.5495,0.3622,0.4558,0.4506,0.5005,0.4755,0.7116,0.6246,0.6681
44.7,0.0681,0.4833,0.6507,0.5308,0.345,0.4379,0.4477,0.5083,0.478,0.7041,0.6189,0.6615
44.8,0.0576,0.4627,0.6547,0.5139,0.331,0.4224,0.4482,0.5201,0.4841,0.699,0.616,0.6575
44.9,0.047,0.4447,0.6626,0.4994,0.3221,0.4107,0.4528,0.5359,0.4943,0.6969,0.6167,0.6568
45,0.0365,0.4311,0.6745,0.4886,0.3197,0.4041,0.4617,0.5551,0.5084,0.6979,0.621,0.6594
45.1,0.0268,0.4236,0.69,0.4823,0.325,0.4036,0.4747,0.5764,0.5256,0.702,0.6287,0.6653
45.2,0.0195,0.4233,0.708,0.4809,0.338,0.4095,0.4913,0.5981,0.5447,0.709,0.639,0.674
45.3,0.0157,0.4301,0.7279,0.4844,0.3575,0.4209,0.5114,0.6191,0.5652,0.719,0.6516,0.6853
45.4,0.0158,0.4433,0.7493,0.4922,0.3817,0.4369,0.5353,0.639,0.5871,0.7317,0.6666,0.6991
45.5,0.0189,0.4613,0.7723,0.5034,0.4087,0.4561,0.5631,0.6582,0.6107,0.7467,0.684,0.7153
45.6,0.0239,0.4827,0.7963,0.5172,0.4372,0.4772,0.5938,0.6768,0.6353,0.7637,0.7034,0.7336
45.7,0.0302,0.5055,0.82,0.5326,0.4657,0.4991,0.6262,0.6942,0.6602,0.7824,0.7241,0.7533
45.8,0.0381,0.5273,0.8425,0.5482,0.4925,0.5204,0.659,0.7096,0.6843,0.8019,0.7449,0.7734
45.9,0.0483,0.5462,0.8628,0.5632,0.5161,0.5397,0.6917,0.7228,0.7073,0.8213,0.765,0.7932
46,0.0611,0.561,0.8806,0.5769,0.5356,0.5562,0.7243,0.7337,0.729,0.8402,0.7837,0.8119
46.1,0.0756,0.5714,0.8959,0.589,0.5506,0.5698,0.7568,0.743,0.7499,0.8581,0.8006,0.8294
46.2,0.0906,0.5774,0.908,0.5992,0.5613,0.5803,0.7891,0.7509,0.77,0.8747,0.8155,0.8451
46.3,0.1051,0.5788,0.9163,0.6072,0.5677,0.5875,0.8208,0.7581,0.7894,0.8897,0.8278,0.8588
46.4,0.1184,0.5761,0.9207,0.6131,0.57,0.5916,0.8516,0.7647,0.8081,0.9031,0.8374,0.8702
46.5,0.1296,0.5698,0.922,0.6172,0.5687,0.593,0.8811,0.7711,0.8261,0.9149,0.8446,0.8797
46.6,0.1382,0.5604,0.9213,0.6198,0.5641,0.5919,0.9094,0.7776,0.8435,0.9251,0.85,0.8876
46.7,0.1433,0.5485,0.9194,0.621,0.5566,0.5888,0.9368,0.7842,0.8605,0.9342,0.854,0.8941
46.8,0.1447,0.5345,0.9158,0.6203,0.5467,0.5835,0.9633,0.7907,0.877,0.9419,0.8566,0.8992
46.9,0.1427,0.5189,0.9093,0.6174,0.5347,0.5761,0.9879,0.7962,0.8921,0.9479,0.8571,0.9025
47,0.1381,0.5023,0.8989,0.6126,0.521,0.5668,1.0089,0.7997,0.9043,0.9516,0.855,0.9033
47.1,0.1317,0.4851,0.8844,0.6063,0.5058,0.556,1.0247,0.8001,0.9124,0.952,0.8496,0.9008
47.2,0.1244,0.4671,0.8658,0.5989,0.4892,0.5441,1.0342,0.7966,0.9154,0.9485,0.8406,0.8946
47.3,0.1172,0.4484,0.8436,0.5906,0.4717,0.5311,1.0367,0.7883,0.9125,0.9411,0.8278,0.8845
47.4,0.1114,0.4292,0.8179,0.5814,0.4536,0.5175,1.0321,0.7751,0.9036,0.9297,0.8114,0.8706
47.5,0.1075,0.41,0.7892,0.5718,0.4356,0.5037,1.0206,0.7578,0.8892,0.9147,0.7919,0.8533
47.6,0.1056,0.392,0.7583,0.5622,0.4184,0.4903,1.0025,0.7378,0.8702,0.8966,0.7702,0.8334
47.7,0.1051,0.3764,0.7267,0.5533,0.4026,0.478,0.9785,0.7166,0.8476,0.8756,0.7473,0.8114
47.8,0.1056,0.364,0.6955,0.5447,0.3888,0.4668,0.9489,0.6946,0.8217,0.8524,0.7239,0.7882
47.9,0.1064,0.3553,0.666,0.536,0.3771,0.4565,0.914,0.6715,0.7928,0.8278,0.7012,0.7645
48,0.1074,0.3505,0.6388,0.5266,0.3672,0.4469,0.8749,0.647,0.761,0.8026,0.6799,0.7413
48.1,0.1082,0.3496,0.6143,0.5169,0.3594,0.4382,0.8332,0.6209,0.7271,0.7775,0.6606,0.719
48.2,0.1084,0.3525,0.5925,0.5074,0.3537,0.4306,0.791,0.5936,0.6923,0.7534,0.6431,0.6983
48.3,0.1069,0.3589,0.5735,0.4984,0.3504,0.4244,0.7504,0.5656,0.658,0.7313,0.6273,0.6793
48.4,0.1022,0.3679,0.5569,0.4897,0.3492,0.4194,0.7128,0.5378,0.6253,0.7122,0.6133,0.6628
48.5,0.0931,0.3786,0.5422,0.4809,0.3492,0.4151,0.6794,0.5109,0.5952,0.6968,0.6015,0.6491
48.6,0.0794,0.3906,0.5291,0.4722,0.35,0.4111,0.6514,0.4858,0.5686,0.6847,0.5922,0.6384
48.7,0.0623,0.4034,0.518,0.4642,0.3514,0.4078,0.6296,0.4632,0.5464,0.6751,0.5852,0.6301
48.8,0.0426,0.417,0.5089,0.4579,0.3537,0.4058,0.6145,0.4442,0.5293,0.6667,0.5798,0.6233
48.9,0.0212,0.431,0.5019,0.4542,0.3578,0.406,0.6057,0.4292,0.5174,0.6586,0.5753,0.6169
49,-0.0013,0.4455,0.4969,0.4537,0.3646,0.4092,0.6027,0.4183,0.5105,0.6507,0.5706,0.6106
49.1,-0.0242,0.4602,0.4936,0.4569,0.3745,0.4157,0.6051,0.4114,0.5082,0.6433,0.5655,0.6044
49.2,-0.0462,0.4747,0.4921,0.4636,0.387,0.4253,0.6123,0.4082,0.5102,0.6367,0.5604,0.5985
49.3,-0.066,0.4883,0.4923,0.4735,0.4014,0.4374,0.6234,0.4082,0.5158,0.6307,0.5561,0.5934
49.4,-0.083,0.5005,0.4943,0.4862,0.4166,0.4514,0.6369,0.4109,0.5239,0.6254,0.5533,0.5894
49.5,-0.0973,0.5111,0.4978,0.5013,0.4324,0.4668,0.6511,0.4153,0.5332,0.6213,0.5521,0.5867
49.6,-0.1091,0.5205,0.5024,0.5183,0.4484,0.4834,0.6648,0.42,0.5424,0.6182,0.5522,0.5852
49.7,-0.1184,0.5289,0.5076,0.5372,0.4644,0.5008,0.6776,0.4244,0.551,0.6158,0.553,0.5844
49.8,-0.1251,0.5367,0.5135,0.5575,0.4803,0.5189,0.6892,0.428,0.5586,0.6136,0.5545,0.584
49.9,-0.129,0.5439,0.5204,0.5788,0.4955,0.5372,0.6998,0.4302,0.565,0.6115,0.5566,0.5841
50,-0.1302,0.5504,0.5281,0.6007,0.5095,0.5551,0.7095,0.431,0.5702,0.6099,0.5596,0.5847
50.1,-0.1283,0.5563,0.5364,0.6226,0.5218,0.5722,0.718,0.4298,0.5739,0.6089,0.5632,0.5861
50.2,-0.122,0.5619,0.5451,0.6437,0.5319,0.5878,0.725,0.4266,0.5758,0.609,0.5678,0.5884
50.3,-0.1097,0.5675,0.5549,0.6632,0.5393,0.6012,0.7301,0.4215,0.5758,0.6101,0.5737,0.5919
50.4,-0.0909,0.5727,0.5666,0.6797,0.5436,0.6116,0.7332,0.4149,0.5741,0.6121,0.581,0.5966
50.5,-0.0664,0.5772,0.581,0.6921,0.5448,0.6185,0.7346,0.4078,0.5712,0.6156,0.5899,0.6027
50.6,-0.0374,0.5805,0.5981,0.6998,0.5436,0.6217,0.7349,0.4013,0.5681,0.6213,0.6004,0.6108
50.7,-0.0053,0.5829,0.617,0.7033,0.5405,0.6219,0.7349,0.3966,0.5658,0.6304,0.6123,0.6213
50.8,0.0284,0.5849,0.6366,0.7032,0.5358,0.6195,0.7349,0.3942,0.5646,0.6428,0.6254,0.6341
50.9,0.0619,0.5862,0.6561,0.6999,0.5295,0.6147,0.7346,0.394,0.5643,0.6579,0.6392,0.6486
51,0.0935,0.5863,0.6752,0.6931,0.5218,0.6075,0.7335,0.3956,0.5645,0.6743,0.6532,0.6637
51.1,0.1219,0.5842,0.6939,0.6826,0.513,0.5978,0.7311,0.3986,0.5648,0.6909,0.6671,0.679
51.2,0.1468,0.5796,0.712,0.6689,0.5035,0.5862,0.7276,0.4026,0.5651,0.7072,0.6806,0.6939
51.3,0.1687,0.5723,0.729,0.6532,0.4937,0.5734,0.7232,0.4071,0.5651,0.723,0.6939,0.7084
51.4,0.1882,0.5629,0.7444,0.6366,0.4837,0.5602,0.718,0.4118,0.5649,0.7378,0.707,0.7224
51.5,0.2049,0.552,0.7583,0.6196,0.4741,0.5468,0.7121,0.4166,0.5643,0.7515,0.7204,0.736
51.6,0.2174,0.5404,0.7711,0.6018,0.4653,0.5336,0.7055,0.422,0.5637,0.7642,0.7347,0.7494
51.7,0.2238,0.5285,0.7835,0.5829,0.4576,0.5203,0.6986,0.429,0.5638,0.7764,0.7503,0.7633
51.8,0.2229,0.5169,0.7959,0.5629,0.4512,0.507,0.6921,0.4383,0.5652,0.788,0.7676,0.7778
51.9,0.2149,0.5059,0.8085,0.5419,0.446,0.494,0.6864,0.45,0.5682,0.7989,0.7862,0.7925
52,0.2006,0.4955,0.8213,0.5203,0.4422,0.4813,0.6818,0.4633,0.5725,0.8084,0.8053,0.8068
52.1,0.1812,0.4854,0.8344,0.4979,0.4393,0.4686,0.6784,0.4773,0.5779,0.8167,0.8241,0.8204
52.2,0.1567,0.4754,0.8478,0.4744,0.4372,0.4558,0.6763,0.4918,0.5841,0.8243,0.8422,0.8333
52.3,0.1264,0.4654,0.8618,0.4495,0.4358,0.4427,0.6759,0.5068,0.5914,0.8319,0.8598,0.8458
52.4,0.089,0.4556,0.8764,0.4232,0.4353,0.4292,0.6776,0.5224,0.6,0.8395,0.8769,0.8582
52.5,0.044,0.4458,0.8913,0.3958,0.4356,0.4157,0.681,0.5384,0.6097,0.8469,0.8931,0.87
52.6,-0.0077,0.4359,0.9065,0.3677,0.4367,0.4022,0.6856,0.5545,0.6201,0.8534,0.9079,0.8807
52.7,-0.0649,0.4258,0.922,0.3394,0.4381,0.3887,0.6915,0.5708,0.6311,0.8587,0.921,0.8899
52.8,-0.1266,0.4162,0.9376,0.3114,0.4396,0.3755,0.6988,0.5873,0.643,0.863,0.9319,0.8974
52.9,-0.1922,0.4081,0.9529,0.2847,0.4414,0.363,0.7077,0.6045,0.6561,0.8666,0.9405,0.9036
53,-0.2615,0.4029,0.9674,0.2602,0.4433,0.3517,0.7176,0.6224,0.67,0.8694,0.9465,0.9079
53.1,-0.3335,0.4011,0.9804,0.2387,0.4454,0.342,0.7275,0.641,0.6842,0.8709,0.9493,0.9101
53.2,-0.407,0.4029,0.9916,0.2208,0.4475,0.3342,0.7355,0.6597,0.6976,0.8706,0.949,0.9098
53.3,-0.4799,0.4082,1.0009,0.207,0.4496,0.3283,0.741,0.6782,0.7096,0.8686,0.9454,0.907
53.4,-0.5499,0.417,1.0082,0.1973,0.4519,0.3246,0.7438,0.6961,0.72,0.8651,0.9389,0.902
53.5,-0.6139,0.4289,1.0137,0.1919,0.4541,0.323,0.7443,0.7137,0.729,0.86,0.9298,0.8949
53.6,-0.669,0.4431,1.0171,0.1913,0.4566,0.324,0.7423,0.7307,0.7365,0.8532,0.9183,0.8857
53.7,-0.7132,0.4589,1.0183,0.1961,0.46,0.328,0.7377,0.747,0.7423,0.8444,0.905,0.8747
53.8,-0.7461,0.4755,1.0171,0.2064,0.4647,0.3356,0.7302,0.7617,0.746,0.8343,0.89,0.8622
53.9,-0.7677,0.4926,1.0133,0.2222,0.4714,0.3468,0.7204,0.7742,0.7473,0.8235,0.8738,0.8486
54,-0.7774,0.51,1.0071,0.2432,0.4802,0.3617,0.7086,0.7838,0.7462,0.8125,0.8565,0.8345
54.1,-0.7744,0.5277,0.9986,0.2686,0.4905,0.3796,0.6953,0.7895,0.7424,0.8011,0.8381,0.8196
54.2,-0.7587,0.545,0.9876,0.2971,0.5018,0.3995,0.6805,0.7902,0.7353,0.7887,0.8183,0.8035
54.3,-0.732,0.5611,0.9744,0.327,0.5135,0.4202,0.664,0.7856,0.7248,0.7745,0.7971,0.7858
54.4,-0.6971,0.5762,0.9594,0.3566,0.5258,0.4412,0.6463,0.7762,0.7113,0.7586,0.775,0.7668
54.5,-0.6562,0.5907,0.9429,0.3851,0.5384,0.4617,0.6284,0.763,0.6957,0.7417,0.7526,0.7471
54.6,-0.6107,0.6053,0.9255,0.4121,0.5507,0.4814,0.6116,0.7467,0.6791,0.7244,0.7305,0.7275
54.7,-0.5621,0.6196,0.9075,0.4374,0.5612,0.4993,0.5965,0.728,0.6623,0.707,0.7097,0.7083
54.8,-0.5129,0.6327,0.8896,0.4602,0.5685,0.5143,0.5834,0.7077,0.6455,0.6892,0.6905,0.6899
54.9,-0.4662,0.6439,0.8726,0.4799,0.5727,0.5263,0.5719,0.6868,0.6293,0.6708,0.6731,0.672
55,-0.425,0.6525,0.8576,0.4958,0.5747,0.5352,0.5618,0.6664,0.6141,0.6515,0.6577,0.6546
55.1,-0.391,0.6585,0.8451,0.5075,0.5755,0.5415,0.5534,0.6472,0.6003,0.6315,0.6445,0.638
55.2,-0.3637,0.662,0.8356,0.5152,0.5758,0.5455,0.547,0.6292,0.5881,0.6111,0.6338,0.6225
55.3,-0.3415,0.6634,0.8292,0.5197,0.5762,0.548,0.5429,0.6124,0.5777,0.5907,0.6259,0.6083
55.4,-0.3231,0.6633,0.8262,0.522,0.5776,0.5498,0.5412,0.5968,0.569,0.5708,0.6209,0.5958
55.5,-0.3089,0.662,0.827,0.5231,0.5813,0.5522,0.542,0.5831,0.5626,0.5519,0.6193,0.5856
55.6,-0.3001,0.6596,0.8318,0.5239,0.5883,0.5561,0.5449,0.572,0.5584,0.5347,0.6216,0.5781
55.7,-0.2969,0.6563,0.8406,0.5252,0.5991,0.5622,0.5494,0.5639,0.5567,0.5196,0.6284,0.574
55.8,-0.2975,0.6522,0.853,0.5278,0.6134,0.5706,0.5549,0.5587,0.5568,0.5068,0.6397,0.5732
55.9,-0.2992,0.6475,0.8678,0.5324,0.6304,0.5814,0.5603,0.5556,0.558,0.4963,0.6551,0.5757
56,-0.2997,0.6426,0.8841,0.5395,0.6494,0.5944,0.5649,0.5542,0.5595,0.4883,0.6739,0.5811
56.1,-0.2987,0.6376,0.9007,0.549,0.6699,0.6095,0.5678,0.554,0.5609,0.4826,0.6949,0.5887
56.2,-0.2965,0.6324,0.9162,0.5607,0.6916,0.6262,0.5684,0.5547,0.5615,0.4788,0.7166,0.5977
56.3,-0.2934,0.6269,0.9292,0.5739,0.7141,0.644,0.5657,0.5561,0.5609,0.4761,0.7377,0.6069
56.4,-0.2892,0.6209,0.9379,0.5882,0.7377,0.6629,0.5592,0.5579,0.5586,0.4741,0.757,0.6155
56.5,-0.284,0.6143,0.9414,0.6029,0.7626,0.6828,0.5492,0.5599,0.5545,0.4725,0.7737,0.6231
56.6,-0.2789,0.607,0.9398,0.6175,0.7894,0.7035,0.5367,0.5626,0.5497,0.4718,0.788,0.6299
56.7,-0.2744,0.5989,0.9337,0.6315,0.8176,0.7246,0.5241,0.5671,0.5456,0.4728,0.8001,0.6365
56.8,-0.2698,0.5903,0.924,0.6446,0.8464,0.7455,0.5135,0.5736,0.5436,0.4762,0.8104,0.6433
56.9,-0.2643,0.5819,0.911,0.6565,0.8748,0.7657,0.5062,0.582,0.5441,0.4827,0.8186,0.6506
57,-0.2586,0.5743,0.8944,0.6668,0.9024,0.7846,0.5026,0.5911,0.5468,0.4929,0.8248,0.6588
57.1,-0.2547,0.5681,0.8743,0.6744,0.9292,0.8018,0.5028,0.5995,0.5511,0.5077,0.8289,0.6683
57.2,-0.2556,0.5635,0.8512,0.6781,0.9548,0.8164,0.507,0.6068,0.5569,0.5281,0.8311,0.6796
57.3,-0.2623,0.5603,0.8265,0.6765,0.9771,0.8268,0.5164,0.6134,0.5649,0.5545,0.8316,0.693
57.4,-0.2748,0.5581,0.8016,0.6689,0.9932,0.831,0.5317,0.6196,0.5757,0.5861,0.8305,0.7083
57.5,-0.2931,0.5565,0.7776,0.6553,1.0001,0.8277,0.5533,0.626,0.5897,0.6218,0.8284,0.7251
57.6,-0.3178,0.5552,0.7556,0.636,0.9968,0.8164,0.5806,0.6326,0.6066,0.6605,0.826,0.7433
57.7,-0.3497,0.5544,0.7367,0.6116,0.9832,0.7974,0.6121,0.6395,0.6258,0.7016,0.8244,0.763
57.8,-0.3883,0.5543,0.7219,0.5827,0.9605,0.7716,0.6462,0.646,0.6461,0.7439,0.8236,0.7838
57.9,-0.4303,0.5547,0.7118,0.5504,0.9292,0.7398,0.6817,0.6515,0.6666,0.7859,0.8237,0.8048
58,-0.4707,0.5549,0.7064,0.5161,0.8899,0.703,0.7183,0.6557,0.687,0.8255,0.8248,0.8251
58.1,-0.5049,0.5539,0.7054,0.4807,0.8443,0.6625,0.7554,0.6585,0.7069,0.8605,0.8267,0.8436
58.2,-0.5308,0.5515,0.7077,0.4453,0.7959,0.6206,0.7914,0.6599,0.7256,0.8897,0.8291,0.8594
58.3,-0.5482,0.5494,0.7119,0.4116,0.7499,0.5807,0.8243,0.6595,0.7419,0.9124,0.8311,0.8717
58.4,-0.5588,0.5492,0.717,0.3811,0.7102,0.5457,0.8525,0.6574,0.7549,0.9292,0.8321,0.8807
58.5,-0.5635,0.5523,0.7227,0.3563,0.6789,0.5176,0.8758,0.6542,0.765,0.9408,0.832,0.8864
58.6,-0.5623,0.5592,0.7287,0.3396,0.6564,0.498,0.8952,0.6506,0.7729,0.9477,0.8309,0.8893
58.7,-0.5554,0.5699,0.7346,0.3335,0.6425,0.488,0.9117,0.6477,0.7797,0.9501,0.8287,0.8894
58.8,-0.5432,0.5842,0.7396,0.3394,0.6363,0.4878,0.9257,0.6455,0.7856,0.9483,0.8255,0.8869
58.9,-0.5271,0.6013,0.7428,0.3561,0.6357,0.4959,0.9367,0.6433,0.79,0.9425,0.821,0.8817
59,-0.5071,0.6203,0.7435,0.3818,0.6386,0.5102,0.944,0.6408,0.7924,0.9331,0.8154,0.8743
59.1,-0.483,0.64,0.742,0.4146,0.6434,0.529,0.9477,0.6378,0.7928,0.9207,0.8085,0.8646
59.2,-0.4549,0.6603,0.7387,0.453,0.6508,0.5519,0.9482,0.6355,0.7918,0.9057,0.8004,0.853
59.3,-0.425,0.6815,0.7345,0.4954,0.6621,0.5788,0.9462,0.6348,0.7905,0.8881,0.7908,0.8394
59.4,-0.3965,0.7039,0.7302,0.5398,0.6781,0.6089,0.9424,0.6367,0.7896,0.868,0.78,0.824
59.5,-0.3711,0.7279,0.7265,0.5841,0.6984,0.6412,0.9373,0.641,0.7891,0.846,0.7692,0.8076
59.6,-0.3485,0.7534,0.7239,0.627,0.7216,0.6743,0.9316,0.6476,0.7896,0.8234,0.7601,0.7917
59.7,-0.3269,0.7798,0.7231,0.668,0.7461,0.7071,0.9269,0.6564,0.7916,0.8018,0.7541,0.778
59.8,-0.3053,0.8069,0.7245,0.7072,0.7713,0.7393,0.9242,0.6675,0.7958,0.7827,0.752,0.7673
59.9,-0.2828,0.8342,0.7287,0.745,0.7966,0.7708,0.9248,0.681,0.8029,0.7672,0.7547,0.761
